Jannik Sinner (14165339),Ons Jabeur (14165338),Cori Gauff (14165336),Alison Riske (14165332),Marin Cilic (14165330),Dusan Lajovic (14165327),50000,0.0798257,0
Barbora Krejcikova (14165357),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49000,0.0244869,0
Alejandro Davidovich Fokina (14165358),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48800,0.0209159,0
Philipp Kohlschreiber (14165359),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48700,0.0167327,0
Michael Mmoh (14165360),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48600,0.0154456,0
Polona Hercog (14165361),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48500,0.0143423,0
Arantxa Rus (14165362),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48300,0.0100396,0
Filip Krajinovic (14165363),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),47600,0.00609716,0
Tamara Zidansek (14165364),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46900,0.00455532,0
Tatsuma Ito (14165365),Tennys Sandgren (14165356),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),46500,0.00455532,0
Alejandro Davidovich Fokina (14165358),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48600,0.0201507,0
Philipp Kohlschreiber (14165359),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48500,0.0161206,0
Michael Mmoh (14165360),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48400,0.0148805,0
Polona Hercog (14165361),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48300,0.0138176,0
Arantxa Rus (14165362),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48100,0.00967233,0
Filip Krajinovic (14165363),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),47400,0.0058741,0
Tamara Zidansek (14165364),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46700,0.00438866,0
Tatsuma Ito (14165365),Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),46300,0.00438866,0
Philipp Kohlschreiber (14165359),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48300,0.0137696,0
Michael Mmoh (14165360),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48200,0.0127104,0
Polona Hercog (14165361),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48100,0.0118025,0
Arantxa Rus (14165362),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47900,0.00826179,0
Filip Krajinovic (14165363),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.00501746,0
Tamara Zidansek (14165364),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46500,0.00374865,0
Tatsuma Ito (14165365),Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),46100,0.00374865,0
Michael Mmoh (14165360),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48100,0.0101684,0
Polona Hercog (14165361),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48000,0.00944204,0
Arantxa Rus (14165362),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47800,0.00660943,0
Filip Krajinovic (14165363),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),47100,0.00401397,0
Tamara Zidansek (14165364),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46400,0.00299892,0
Tatsuma Ito (14165365),Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),46000,0.00299892,0
Polona Hercog (14165361),Michael Mmoh (14165360),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47900,0.00871573,0
Arantxa Rus (14165362),Michael Mmoh (14165360),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47700,0.00610101,0
Filip Krajinovic (14165363),Michael Mmoh (14165360),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.0037052,0
Tamara Zidansek (14165364),Michael Mmoh (14165360),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46300,0.00276823,0
Tatsuma Ito (14165365),Michael Mmoh (14165360),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45900,0.00276823,0
Arantxa Rus (14165362),Polona Hercog (14165361),Sorana Cirstea (14165345),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47600,0.00566522,0
Filip Krajinovic (14165363),Polona Hercog (14165361),Sorana Cirstea (14165345),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46900,0.00344054,0
Tamara Zidansek (14165364),Polona Hercog (14165361),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46200,0.0025705,0
Tatsuma Ito (14165365),Polona Hercog (14165361),Sorana Cirstea (14165345),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45800,0.0025705,0
Filip Krajinovic (14165363),Arantxa Rus (14165362),Sorana Cirstea (14165345),Ashleigh Barty (14165317),Serena Williams (14165315),Novak Djokovic (14165314),46900,0.0023001,0
Tamara Zidansek (14165364),Arantxa Rus (14165362),Sorana Cirstea (14165345),Ashleigh Barty (14165317),Roger Federer (14165316),Novak Djokovic (14165314),46200,0.00171845,0
Tatsuma Ito (14165365),Arantxa Rus (14165362),Sorana Cirstea (14165345),Ashleigh Barty (14165317),Roger Federer (14165316),Serena Williams (14165315),45800,0.00171845,0
Tamara Zidansek (14165364),Filip Krajinovic (14165363),Sorana Cirstea (14165345),Madison Keys (14165318),Ashleigh Barty (14165317),Novak Djokovic (14165314),45500,0.00104363,0
Tatsuma Ito (14165365),Filip Krajinovic (14165363),Sorana Cirstea (14165345),Madison Keys (14165318),Ashleigh Barty (14165317),Serena Williams (14165315),45100,0.00104363,0
Tatsuma Ito (14165365),Tamara Zidansek (14165364),Sorana Cirstea (14165345),Madison Keys (14165318),Ashleigh Barty (14165317),Roger Federer (14165316),44400,0.000779719,0
Gregoire Barrere (14165348),Lin Zhu (14165347),Caroline Wozniacki (14165346),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0517481,0
Benoit Paire (14165349),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0493846,0
Tommy Paul (14165350),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49800,0.0451517,0
Tommy Paul (14165350),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Novak Djokovic (14165314),50000,0.0451517,0
Greet Minnen (14165351),Lin Zhu (14165347),Caroline Wozniacki (14165346),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0463838,0
Marc Polmans (14165352),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0385186,0
Fiona Ferro (14165353),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0441785,0
Nao Hibino (14165354),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0401622,0
Cristian Garin (14165355),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49700,0.0475768,0
Cristian Garin (14165355),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49900,0.0475768,0
Tennys Sandgren (14165356),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0399201,0
Barbora Krejcikova (14165357),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.0384596,0
Alejandro Davidovich Fokina (14165358),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0338078,0
Philipp Kohlschreiber (14165359),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49800,0.0270463,0
Michael Mmoh (14165360),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.0249658,0
Polona Hercog (14165361),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49600,0.0231825,0
Arantxa Rus (14165362),Lin Zhu (14165347),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49400,0.0162278,0
Filip Krajinovic (14165363),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),48700,0.00985526,0
Tamara Zidansek (14165364),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),48000,0.00736308,0
Tatsuma Ito (14165365),Lin Zhu (14165347),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),47600,0.00736308,0
Benoit Paire (14165349),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49900,0.0466411,0
Tommy Paul (14165350),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0431116,0
Greet Minnen (14165351),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0445933,0
Marc Polmans (14165352),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0384301,0
Fiona Ferro (14165353),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0417241,0
Nao Hibino (14165354),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.037931,0
Nao Hibino (14165354),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.037931,0
Cristian Garin (14165355),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),50000,0.0458228,0
Tennys Sandgren (14165356),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49800,0.0377023,0
Barbora Krejcikova (14165357),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),50000,0.037381,0
Alejandro Davidovich Fokina (14165358),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49800,0.0319296,0
Philipp Kohlschreiber (14165359),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.0255437,0
Michael Mmoh (14165360),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49600,0.0235788,0
Polona Hercog (14165361),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49500,0.0218946,0
Arantxa Rus (14165362),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49300,0.0153262,0
Filip Krajinovic (14165363),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),48600,0.00930775,0
Tamara Zidansek (14165364),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),47900,0.00695402,0
Tatsuma Ito (14165365),Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),47500,0.00695402,0
Tommy Paul (14165350),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0411426,0
Greet Minnen (14165351),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0441636,0
Marc Polmans (14165352),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0360282,0
Fiona Ferro (14165353),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.0391164,0
Fiona Ferro (14165353),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.0391164,0
Nao Hibino (14165354),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49700,0.0355603,0
Nao Hibino (14165354),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49900,0.0355603,0
Cristian Garin (14165355),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0429588,0
Tennys Sandgren (14165356),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.0353459,0
Barbora Krejcikova (14165357),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0350447,0
Alejandro Davidovich Fokina (14165358),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.029934,0
Philipp Kohlschreiber (14165359),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49600,0.0239472,0
Michael Mmoh (14165360),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49500,0.0221051,0
Polona Hercog (14165361),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49400,0.0205262,0
Arantxa Rus (14165362),Benoit Paire (14165349),Caroline Wozniacki (14165346),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),49200,0.0143683,0
Filip Krajinovic (14165363),Benoit Paire (14165349),Caroline Wozniacki (14165346),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),48500,0.00872601,0
